Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
1,4,47,36,7144,1052,15289,5,768,2029075237728430,37,43,0,11,5,57725445
0,2,30,85,3849,5041,51344,11,784,24194398662465500,70,94,0,81,69,75316155
0,2,37,85,3415,2314,26211,1,137,1598260865847280,47,66,0,64,48,6512326
2,3,45,63,4676,1227,18704,17,102,17560955248196700,37,80,1,60,58,6764951
0,4,32,84,738,2284,27027,14,763,14833185528434600,66,18,0,31,56,138854875
2,2,41,69,3366,4071,46669,7,761,2922603768182420,18,12,0,45,60,53063251
1,3,39,38,4816,1067,13539,14,756,1691560590801550,81,56,1,1,13,42610121
2,1,30,65,6341,2969,30441,1,452,815528360506681,57,17,0,35,36,91872301
2,0,35,65,4528,3330,39973,6,565,5721804570966250,29,90,1,45,40,66848325
1,2,36,34,4006,1409,14265,7,974,24311729926744000,47,84,1,21,29,31861451
2,5,32,52,2651,2814,32843,11,990,18691821210916500,22,74,1,15,27,32665245
0,3,43,90,5053,6762,68179,10,922,5069262634145980,65,13,0,27,41,102867829
0,3,35,82,4602,5113,50686,3,582,14563065934118000,70,51,0,47,35,8506186
0,2,36,77,4057,6147,65730,19,871,2785123175399640,46,17,0,35,55,72418221
0,3,48,86,4737,9131,99846,2,293,28693873151305000,41,94,0,79,70,92724951
2,1,39,54,5717,2790,33043,12,687,63389812086415300,86,65,0,34,18,70582641
2,3,38,55,5478,3411,39710,12,926,8085560342464670,62,24,1,32,48,6894615
1,0,44,31,4565,1984,19569,1,762,5121758625844710,70,60,1,24,13,32458535
2,0,48,63,4267,1089,12859,14,101,26716842806523800,21,21,0,38,48,61096606
2,5,31,53,2633,1917,27040,11,292,6772155645637970,74,23,0,11,25,32722169
2,1,39,52,6034,2863,30536,8,451,7697503805497400,50,17,1,15,19,70727678
1,0,42,38,4398,2113,26170,9,772,10690566239368300,43,88,0,35,13,3896846
0,2,36,87,363,6529,71035,18,706,27931238791133300,94,59,1,57,38,73547965
2,4,45,61,6646,1435,16373,13,605,2220585018216200,15,40,0,32,31,91195727
1,4,49,38,6689,2396,28082,4,668,20422033994186200,28,10,1,35,29,57317364
1,4,49,47,7451,4530,48115,16,713,24616422641828600,44,52,1,35,27,8029778
1,2,35,42,358,1236,20824,3,162,2233211244106300,39,56,0,27,17,3418328
0,3,35,83,5276,5628,60454,4,951,23648170517029600,56,40,0,15,29,98350666
2,2,49,59,341,4132,43176,4,272,6841410967449090,46,54,0,28,37,4607234
1,3,39,32,5086,1825,23339,8,716,1974413241102490,81,19,1,19,30,37725547
0,4,34,76,7575,2438,24852,11,480,2383018218139690,79,93,1,22,69,129313585
1,5,44,47,2863,2939,29662,3,223,19141465508332300,80,33,0,16,5,31027742
1,5,36,45,3242,3348,39577,19,396,5294871834113100,43,95,0,3,2,35335405
1,3,35,46,469,1074,15244,6,396,10277997237071900,47,54,0,22,6,4879990
1,4,48,35,6634,1568,21917,3,724,29072499926674700,75,87,1,21,33,52807431
1,2,33,41,3862,2319,28823,4,234,22617366023028500,21,62,0,37,17,36239211
0,5,31,88,3429,5079,57338,4,445,2221262252200570,87,86,0,26,64,68794838
2,3,35,52,5235,1162,15037,2,334,21506311045457700,59,11,0,29,26,6077039
2,2,42,52,3174,1225,15482,16,362,8195200004580640,86,27,0,21,14,38755162
2,4,32,67,6765,2396,25420,5,247,5102069524798590,81,42,1,21,42,10133994
2,1,39,60,6502,2971,35776,15,616,16016307951794000,44,37,0,12,23,8831658
0,4,43,75,6818,3846,46645,5,982,16108110121132700,19,95,0,62,61,114900789
0,4,47,88,7401,3459,41732,12,120,25295136279201200,93,46,1,23,83,146063088
0,2,35,74,3315,4795,50487,19,759,9539187908934470,41,97,1,49,39,57728095
1,2,46,42,4033,3610,42901,15,614,11877779077479300,44,69,1,32,29,40285352
1,0,35,34,4506,2025,19305,6,516,6956058292234210,92,85,0,29,17,35747427
1,0,44,32,3548,3263,37639,1,575,149968758821991,93,45,1,21,4,26535729
2,2,39,68,3847,2430,29842,5,547,1139974371231650,34,27,1,6,14,58794574
1,2,32,46,3186,965,17319,19,582,11572396103803300,18,15,0,8,22,34604089
2,1,44,52,5737,1527,19898,11,511,11351327177965400,10,69,1,31,42,67677497
1,1,34,44,6006,2215,29689,14,921,10787962728721000,49,97,1,34,5,60902945
2,4,34,66,7134,2551,28490,14,575,12994825757282400,61,21,1,21,49,106064316
1,5,37,42,2858,1719,20263,2,870,18417254119547400,34,79,1,25,37,27763245
1,1,43,43,6133,2727,26967,5,164,15942756928627000,33,43,0,31,39,59640456
0,4,35,85,6688,3390,32621,9,913,6586174030640610,42,99,1,36,29,127391045
1,3,34,40,4525,878,9545,17,779,15646496593994200,34,88,0,35,9,42483325
1,0,30,46,4128,852,8297,19,432,2615695636281460,87,31,1,45,29,44636629
0,5,39,74,3069,3056,33520,15,244,751760293668036,68,79,1,9,0,52673635
2,4,39,70,7259,1413,16984,2,256,2860903998329130,85,76,1,4,28,112865828
0,2,35,84,3715,2868,32908,9,902,12714759269124600,87,79,1,74,14,7117320
0,3,31,87,5487,2486,23734,11,911,53633907350375600,49,17,0,60,16,107064593
2,0,39,65,4005,3863,37869,6,481,1132888947660790,53,83,1,11,7,5922826
1,3,46,43,4509,1087,10476,15,554,6741490513867580,98,34,0,19,39,45209005
2,4,44,63,7194,1096,11656,4,511,191595336514168,84,63,1,9,9,10084499
1,1,47,42,6243,3909,39077,15,160,12908128188763700,82,20,1,25,14,60490326
1,0,30,30,4074,989,8782,18,489,25171915348116700,63,60,0,11,9,2955272
2,3,49,55,5258,3525,42140,7,728,233156272030938,52,92,0,41,27,65995204
0,1,37,80,5856,1894,26548,16,662,16714911487169300,91,26,1,7,76,105817408
2,5,50,60,2664,3119,35469,3,218,19015040271032600,82,87,1,51,30,37054539
1,4,35,45,7231,1238,12733,12,481,20219240024525500,57,49,1,19,13,73568462
2,4,39,52,677,1213,11599,7,717,11767617184887300,34,39,0,9,28,78795595
2,0,37,66,4002,3228,35698,9,307,8484409329854680,23,15,1,46,13,59895116
1,3,37,43,5041,1112,18654,10,839,14412970401358900,60,58,1,29,19,49730935
0,5,47,71,3025,2469,28062,1,504,7371438652849490,37,28,1,7,40,4821436
2,2,45,58,3658,3337,39861,12,797,12871584385134700,34,95,0,22,34,49373019
1,0,50,37,3532,4384,50613,18,689,18815054019442900,20,31,0,16,4,31793901
1,2,42,40,4089,4141,43161,1,401,1850281310328660,13,63,0,3,14,37286308
2,0,39,56,4288,3792,36929,18,172,8015334360981390,81,60,0,0,55,56116717
0,3,32,71,4968,3430,36150,7,750,5208477500100190,20,40,1,36,0,7927153
2,5,50,53,271,2753,30749,17,897,7223589048516200,90,87,0,51,6,34940535
0,3,41,83,4588,7094,70771,13,341,5903751048771690,29,26,1,7,11,86539815
0,4,44,82,7239,6327,68363,10,386,15011722235182100,78,84,0,32,20,133552455
0,2,38,82,3349,4755,55109,14,866,1474375465431230,84,29,0,34,75,63633378
0,1,41,82,5752,6481,69466,1,820,11040384132614500,81,14,1,24,35,105692264
2,4,49,54,6918,3111,38114,6,328,10386111491621400,89,95,0,28,32,84470168
1,4,33,41,7152,2988,37729,4,918,14910497911460100,41,67,0,39,3,66278637
1,2,36,35,3739,1948,25343,19,280,7164339455568670,99,67,0,27,8,31995215
1,0,33,43,421,1684,16211,15,717,10357728124880400,35,34,1,34,38,42270745
1,4,46,37,745,2141,28983,19,158,15142297621363900,94,23,1,2,6,63409615
1,5,31,37,2741,2193,27475,12,922,7370747856089460,49,74,0,1,17,24725386
1,4,32,36,720,2103,24301,14,889,26020341820115200,15,57,0,15,22,59405955
2,5,36,66,2611,2321,29180,3,594,21900462448919300,81,39,0,56,19,39448069
0,3,40,90,5103,3406,35306,4,175,14577981221161900,81,39,1,6,30,102486268
1,0,38,40,4142,2294,23660,3,629,8759957730721860,28,90,0,22,24,37952652
2,5,31,59,2738,2877,32882,12,806,9854682796718350,84,90,0,57,35,38456754
1,4,49,42,6931,3338,41595,9,376,8002239618693590,24,35,1,30,2,65952005
1,0,49,39,441,2168,27923,19,316,900209568183833,24,81,0,17,19,40777585
0,0,36,90,3663,4018,38854,16,537,15562853474253800,83,30,0,83,24,75659041
0,5,45,83,2978,8751,88998,1,697,11141616632032700,36,83,1,7,50,56892892
0,5,42,78,3526,3356,41108,14,325,2711446192153060,17,21,1,12,20,62707904
1,1,35,36,6055,1143,17217,13,111,29023218250854900,96,78,0,29,34,5056882
1,1,35,36,6298,2104,22623,12,220,22284126087278500,60,60,0,19,34,52259941
1,0,40,47,441,3914,41958,5,664,25219027736172000,50,21,0,9,29,4734440
0,2,38,85,3224,5436,56851,3,141,11377988389478000,55,65,1,27,15,62178023
2,2,36,57,324,1080,14639,2,124,21625599353953000,70,27,0,18,22,41519515
1,1,46,45,6334,3090,38774,11,675,6449966323403190,88,27,0,1,10,64958614
1,4,40,48,7329,2050,22565,2,170,29005402132724800,71,50,0,44,11,78704868
1,3,43,44,4566,1870,25954,16,775,21755174132673500,77,97,0,26,34,47307206
2,0,34,64,3855,1767,18303,8,533,1292127928682450,26,90,1,44,4,56059885
1,3,41,35,4938,3764,46716,3,759,24326038969597600,45,84,1,12,21,39907704
2,1,36,58,6412,2274,23430,4,312,5394986230099720,63,87,0,11,16,83288998
1,5,41,44,2964,3865,43378,4,187,14405905884760200,66,55,0,31,20,30551308
2,0,46,56,4519,2745,31218,8,217,27391444074110500,34,44,1,16,26,57412054
1,1,45,37,6596,3783,41342,6,565,11579989076955800,98,90,1,20,12,5608562
0,4,37,87,7359,1864,19217,14,250,21697857801976500,21,17,0,32,45,142793355
0,0,44,90,4233,3447,41056,15,151,14002592059992300,20,100,1,87,58,86898745
0,0,49,85,3931,3261,38818,17,68,14809108392167300,31,60,0,54,78,76546297
0,2,43,84,3074,7909,80704,5,415,236484262538621,78,59,1,79,17,59702278
1,5,33,32,313,2572,33675,1,530,2775514995492280,13,36,1,2,10,22977775
0,0,44,70,3898,6989,74537,12,471,9167963074135230,99,25,0,54,54,63512559
2,5,32,62,2886,1236,14552,19,583,1192230271888860,99,71,1,17,10,4238879
0,1,47,81,6256,8947,92084,12,408,1719462956556580,24,43,0,9,70,114888478
0,4,40,78,701,2833,36863,11,690,20345401647690200,46,37,1,31,31,122441705
0,4,38,71,7327,7341,76144,9,930,1669467781968500,28,25,0,31,15,117097435
1,0,31,38,3938,872,9521,19,998,25138217373303500,47,58,1,12,25,35720747
0,0,38,77,3666,2684,29684,4,198,24202372115368700,58,63,1,8,39,6358768
2,1,48,54,6007,1558,15413,13,546,1513107305088980,84,50,1,11,40,73735104
0,2,30,82,4046,5563,55775,10,440,6015296816513450,13,11,1,5,53,75214061
0,2,39,71,3882,3717,42529,1,799,9862409470434480,99,54,0,57,33,62505593
0,2,49,79,3226,6514,72527,10,56,1717381623023110,95,34,0,43,17,59002521
2,5,38,55,293,2909,37361,18,382,28187843916551600,61,22,1,7,19,38282585
0,2,39,76,4021,5004,54613,13,72,1918923717129480,53,62,0,57,75,70369361
2,4,42,52,6636,1738,16984,7,139,1825987266108420,60,70,0,8,20,77479996
2,5,39,63,2779,3363,37241,8,579,23099251082575200,12,57,0,59,39,4056566
0,1,33,85,5788,6228,62504,17,934,8807373703910670,76,65,1,3,8,111645808
2,4,30,55,7128,1000,15621,1,632,8672961703468430,55,65,1,20,46,87381713
1,4,42,37,6952,1367,13751,16,115,13634879361733300,36,21,0,7,10,58632045
0,3,48,70,4588,4904,54863,4,102,2987131578866080,52,29,0,55,10,72467575
0,1,32,89,6192,3377,34872,17,452,26898545812484900,36,11,1,34,27,123772294
2,1,34,64,5609,1893,27119,13,753,22002847510870100,73,98,0,20,16,81542813
2,3,37,66,5167,1857,18515,10,191,1477887307157420,65,29,0,25,23,76811159
0,5,46,87,3058,2882,37051,9,74,18866848879418500,45,83,1,49,20,60647431
1,2,35,32,3543,1756,21427,14,811,12588852947726300,38,80,1,31,10,27497342
2,2,48,55,3074,4213,42045,17,82,21857675304651300,89,73,0,5,41,40536309
2,2,31,66,3703,1772,20320,3,737,1547114153893700,71,50,0,4,34,55083676
1,2,49,42,3474,2563,35000,1,600,8005397356055420,74,63,0,25,36,33630216
1,2,41,46,3452,2561,25006,1,427,1037719885245140,66,27,0,26,10,3605930
0,3,43,90,5156,5034,57332,2,417,2021731978341950,17,20,0,55,31,103578336
1,1,37,45,6167,1191,13558,16,261,22364117567275200,15,42,0,17,38,6329861
0,5,46,86,2517,7008,77807,9,925,740054161585403,49,84,1,59,25,50806841
1,4,33,30,6638,975,10655,14,182,25208524426803600,94,61,1,4,17,46161983
2,2,31,65,326,2765,32227,1,674,2560868464787300,57,79,1,20,19,48023925
0,3,38,75,5246,5079,57511,3,198,23077047856925600,89,90,1,52,33,88895465
0,5,47,77,3134,5513,55924,18,876,2208971336115220,19,60,1,52,53,56654482
0,5,45,70,3333,6019,64791,1,425,10796714650598300,75,43,1,32,64,53416663
1,5,40,31,3315,2729,27364,11,126,279905490603394,32,87,1,7,14,2484152
2,3,41,64,5439,1073,9845,5,575,11714338879225400,57,31,1,1,13,77574345
0,4,33,74,6914,6092,60747,11,615,9562615982936450,36,12,0,45,42,115330337
0,2,47,89,338,5980,67742,6,814,20963350917598700,74,15,1,54,26,6859349
0,5,46,84,3414,7522,78019,7,734,1410260737363690,46,62,0,52,66,66111991
0,3,43,90,4761,3296,42055,13,547,28325702116548600,52,90,0,67,1,96987133
2,1,39,59,6007,2408,30780,16,995,16506240211458700,32,61,0,49,11,80755967
1,3,49,34,4714,1651,18402,3,730,9092963576278840,35,47,1,19,33,36541232
2,3,48,52,5505,3175,34503,15,141,2893821618487120,26,62,0,21,28,6557765
0,3,43,75,4949,7636,82131,8,432,17885847842316600,60,70,1,52,48,8487468
2,5,37,70,2734,3556,40082,16,690,17963973120448200,23,78,0,34,14,45020262
0,3,42,84,5261,7064,70771,17,557,14645067221109000,34,41,0,44,0,100612695
1,1,42,47,5769,2520,26415,13,179,2589984437570510,58,45,0,4,36,61971952
1,5,38,43,3538,1266,17904,3,121,12191090517150200,35,12,1,3,38,34301024
1,1,36,39,5904,3490,40918,3,816,5342742697257140,63,68,0,14,9,52408146
0,0,38,73,4231,2800,33205,13,702,1743194817275210,11,80,0,68,20,7049475
2,3,41,60,488,3523,36468,17,452,28147172791056800,98,56,1,48,34,6779455
1,2,39,49,3888,1877,21959,14,560,11831667163609300,76,44,1,44,33,44524849
0,2,35,76,3987,5332,55220,5,868,11657635917336200,55,40,0,71,74,69162243
0,5,45,84,3367,7904,87819,12,175,23452496986101300,93,68,1,46,47,65917158
2,2,41,58,3933,3342,40937,16,812,2438833335160450,88,40,0,25,53,53372125
1,5,31,44,2612,1252,19256,6,554,15888913442128600,43,64,1,11,3,2673568
0,3,37,81,5516,1809,18692,9,563,258410817780759,20,93,1,37,73,100397494
2,4,48,67,7187,1236,15763,16,528,9298327100092080,33,40,1,38,9,108127455
1,4,45,35,7456,4435,53524,4,59,1417563433402360,29,16,1,24,30,59122534
2,1,36,67,6253,1498,19032,6,502,15106947882919300,78,89,1,44,10,93943191
2,3,49,67,4722,4060,48936,19,520,12819897330157300,59,35,1,49,3,7285913
0,2,32,75,3671,4983,52078,1,423,104434387254786,87,99,0,34,74,62815083
0,3,49,84,460,6751,68214,8,847,13453738223557300,54,86,0,60,4,8793912
0,0,35,88,4265,4026,46803,6,785,54500795883939400,79,48,0,4,21,8453162
2,4,30,54,695,1538,22503,3,114,22583750869001700,39,67,0,12,38,83734215
0,2,39,73,3167,7214,72800,14,158,22098980863257800,64,35,0,44,40,54269557
2,4,37,66,7577,1313,18135,2,349,1625545280525830,68,18,0,37,10,110861502
2,3,41,70,5491,3845,45548,16,91,13072889596642000,78,57,0,29,57,87746946
0,2,46,79,3983,5862,66436,13,308,15852338397561200,82,48,0,12,10,72220589
1,1,47,41,6368,2819,32285,16,672,28413020399723000,35,97,0,14,7,60290675
1,3,38,34,5261,1491,19054,11,463,20089121222480800,45,64,0,18,33,41498237
1,1,39,36,6221,3849,45655,11,982,23283932895451900,29,77,1,31,27,52039207
2,2,33,61,3117,1680,22981,16,77,10737918632782400,77,22,0,34,1,44226403
2,4,31,51,7491,2880,34882,10,612,7368949308130700,34,75,1,19,50,86457668
2,0,43,69,4469,1492,21676,17,420,707962336772792,45,15,0,47,41,70340511
0,5,31,86,3323,3228,34567,12,262,1680047133946460,82,65,1,80,77,65751528
2,4,45,62,752,3405,34960,5,686,22917158447775800,41,85,1,29,4,10430747
0,1,41,74,6108,1733,20042,12,830,24353009564851300,36,53,1,3,34,101383404
0,3,34,74,4992,1884,24579,3,601,2301024517475020,69,29,0,7,8,82290927
1,2,41,49,4065,2627,30150,19,203,27819062191204200,98,50,1,8,6,46903825
1,4,34,41,7011,1645,19317,10,921,6300061147304650,16,86,0,21,35,6538192
1,0,39,41,4205,1569,19945,16,207,2638348721412070,85,74,1,11,34,40717395
0,2,46,76,341,8644,95297,19,969,21516914890099300,21,64,0,18,13,61153635
0,1,39,75,620,4433,47225,11,343,9388002800065760,41,72,1,63,73,105312875
0,2,33,79,3792,5543,60598,16,410,22059518370940600,48,85,1,3,73,69375024
2,2,44,68,3687,3740,45602,10,415,17793989003439200,75,24,1,1,31,57391798
0,3,34,85,5066,6769,73735,15,502,13976031163355000,93,86,1,63,23,98618691
1,5,45,31,283,2027,23985,3,833,1119895397914660,19,83,0,27,6,20706835
1,1,40,33,6208,3550,36338,10,671,16603859681118300,77,53,1,6,19,47518806
0,3,39,78,5499,3980,44348,12,283,10978316129730200,39,46,0,2,33,96626723
0,5,47,74,2508,5831,64694,9,872,7071177099103330,91,94,0,71,38,4411554
1,3,44,30,4647,1127,17614,19,226,26153001460499600,35,84,1,8,7,33397815
0,5,31,80,2632,2894,34335,1,688,1982092454640480,72,99,0,20,14,47900503
1,5,36,48,3516,2475,26923,13,641,14091741459708200,25,68,0,20,13,39475285
2,5,47,52,3229,4335,50664,7,101,16166999515818800,96,13,1,31,39,39166652
1,3,30,30,5547,2146,25159,7,866,2662068419024220,10,24,1,27,14,38162112
2,2,41,53,3641,1990,27185,6,497,12996087637646400,31,84,1,0,11,44009963
0,5,45,78,3008,4717,53822,12,865,14504326186375100,71,68,0,65,17,54673972
0,2,42,85,3872,2417,29552,4,379,24152010269543100,87,28,0,61,14,7392879
2,1,45,56,5677,1978,19752,10,643,10013065272830700,99,11,1,8,5,71770589
0,0,45,74,3919,8317,92018,19,855,2148156380841530,26,34,0,58,60,68052396
2,2,44,62,3513,1279,16609,2,834,15858095136482200,38,22,0,14,7,48714982
0,0,46,80,3828,6076,68603,4,602,1750396413992020,90,89,0,79,49,70226359
1,5,43,43,2908,1946,25851,15,871,24672003890520000,13,89,1,9,17,30065599
0,0,38,86,3586,3149,39909,6,345,29828308907873300,76,86,1,8,66,69954983
1,0,39,41,3718,3576,40538,1,848,2578779810048670,48,19,0,15,23,34868896
1,5,44,50,2869,2859,34650,18,395,9013599159065100,72,22,1,11,30,34484279
2,2,48,70,3875,3944,43695,8,203,10613795881009700,57,22,0,41,39,61759425
0,5,35,90,2701,4330,47579,13,281,1524826192847700,66,33,0,84,23,56264312
2,1,37,68,5881,912,15224,19,381,22980662997525600,70,17,1,29,55,90697976
0,4,49,74,6571,6619,66157,16,195,17734279133005700,67,98,1,26,44,110737231
1,3,42,37,5113,3409,42655,1,531,27545016881387100,70,87,0,12,11,43264063
1,5,34,31,3172,2622,29196,2,852,6216887009319580,61,16,1,22,6,22918204
0,5,43,86,3452,2503,30386,19,428,11462924470324900,74,23,0,55,28,68299464
0,0,50,71,4401,8396,92412,14,425,10481789810770400,80,34,0,22,0,72304431
2,1,46,52,5814,4087,42119,15,617,23604273687734500,81,80,1,26,0,69613041
0,0,45,89,3651,4294,43116,2,934,16619288704732200,87,74,0,85,36,73654892
0,2,34,87,3172,2358,29203,13,79,5375326017566640,38,67,1,52,11,62976467
0,5,48,84,3566,2342,29771,11,478,24335918810720800,77,92,1,12,67,68422605
2,5,41,54,3241,1636,19399,10,547,14045078902566700,95,13,0,40,6,40468947
0,0,48,86,3547,3947,43608,2,636,1151150896155700,43,25,1,16,47,68504949
1,5,37,43,265,743,12787,17,543,9567942051993820,80,27,0,41,39,27686035
2,2,31,50,3534,2932,37290,3,613,2865030466813920,36,15,0,14,14,40100102
2,4,40,63,6729,2495,33334,4,245,2855095069098660,26,66,0,39,25,94720589
1,3,35,38,5384,3128,30445,5,872,6913822204542910,50,29,1,15,24,46706449
1,3,44,34,5131,1422,18482,2,789,10819183991323000,83,53,0,6,30,39733652
1,3,49,33,5174,3309,42783,4,187,21152983052071100,38,72,0,13,24,39281601
0,4,44,70,7009,8549,86799,12,743,21760616459457800,37,64,0,9,24,111249212
1,5,48,32,2782,2083,28082,6,851,1544179359610780,35,36,1,0,24,21141084
0,0,39,89,4148,7474,80237,15,240,19212746445305300,30,47,1,74,16,84677273
2,1,45,60,6289,4355,43237,7,720,22565764580241500,65,41,0,40,10,85195345
2,5,47,65,2908,4522,53816,6,753,2876273010170910,32,87,1,3,20,43755244
1,4,44,40,7055,2988,36970,14,529,23127735031669500,94,48,1,36,15,65010455
0,2,40,90,3924,5168,60238,18,227,775676577389711,41,16,0,18,6,80643006
1,4,43,39,6664,3301,39700,7,461,2294616535432020,59,66,1,37,10,59341282
1,3,44,41,510,3047,30204,6,412,6693158213478520,47,28,1,22,4,4759097
0,5,35,74,2883,4704,52140,6,598,17562680925193400,97,40,1,23,24,49228299
1,3,46,39,5273,1386,21075,6,785,18172381023072300,48,39,0,12,7,46642155
2,1,49,62,5521,1492,15175,10,721,24456617642651800,61,17,0,48,0,77063021
1,2,39,48,3738,1330,14122,4,770,52889662351308200,79,96,1,31,32,4122846
0,3,44,76,4613,3308,36807,10,852,26868801677506700,25,59,1,64,46,79556837
0,1,45,85,5571,2024,23078,1,298,2159711824270070,13,24,0,48,59,105063852
2,4,43,55,7297,1634,16435,14,746,57797712495546900,51,60,0,31,42,90856521
0,3,41,79,5204,5202,51309,18,494,9000756898569490,60,51,1,47,4,93790453
0,3,48,79,5484,3239,39641,9,390,5987938249421310,36,41,0,12,21,97106711
2,0,39,60,4072,1788,25785,10,849,2414849001128510,52,53,0,35,1,55744597
1,2,31,39,3583,2419,24456,19,787,9272627310216590,65,70,1,20,34,34013415
2,2,47,63,3778,3285,42421,4,275,6139999591663050,98,28,1,55,37,54262497
1,4,43,44,6856,2430,25658,13,57,844969329562401,64,58,1,15,2,68595158
2,0,47,56,3541,2942,35190,10,980,18988925098023600,50,83,1,8,0,45933402
1,1,33,42,5753,3044,33133,13,584,17387163131649600,12,30,1,3,33,55372267
2,1,31,60,5762,2776,35272,12,784,11156433824773000,38,56,1,24,40,78501008
1,4,49,36,6869,3318,42899,3,398,2857338201835320,42,97,0,15,10,56113716
2,2,33,60,4038,1388,14560,19,215,2637022164213280,53,82,1,9,34,56131954
1,1,46,43,6385,2891,38101,9,324,12861523490547400,80,63,1,9,4,62514505
2,4,46,66,753,3642,44345,13,999,16864298299288900,80,77,1,24,16,112192645
0,1,44,85,6598,5274,57191,8,862,17920579806879900,86,57,0,72,0,126061281
1,5,33,30,2977,830,9309,4,597,23904394372860700,36,99,1,18,0,20977921
2,3,43,58,475,964,10219,9,738,15698663871019800,41,25,0,27,45,62249795
1,2,48,38,3616,2061,20962,7,749,18661769133116200,24,75,1,13,29,32002984
1,5,39,39,3469,2794,33171,11,361,15314139106981200,87,11,1,4,12,31931388
2,4,38,68,7012,3040,36072,15,881,24070520280777700,69,21,0,37,51,10780232
1,4,39,44,7056,1485,14903,13,879,18898349652200000,17,75,0,27,8,70471641
2,5,32,65,2648,1245,17569,3,276,25694515253595900,37,78,0,32,2,38989107
0,3,48,80,4963,9499,98948,3,108,6343394718242950,24,14,0,47,47,89849472
1,3,47,46,4926,4098,41634,11,818,27607659018951300,97,40,1,19,25,52612738
0,0,50,88,3887,9629,101855,5,146,25484761124425500,39,21,0,63,83,78260591
1,1,42,42,6476,2637,32438,19,770,25462617403615000,55,90,1,30,11,63168504
1,0,45,35,3565,1842,18155,12,298,8507720983126730,39,51,1,6,1,29427355
1,3,34,44,5569,2841,27918,18,894,1158682187118960,53,50,0,26,18,5696746
2,5,43,65,2509,4205,43146,4,310,29506540642131100,100,84,0,7,64,38122234
0,1,43,73,654,5286,55633,8,452,2875687649330370,36,73,0,13,22,107290345
1,5,48,37,3103,3608,41165,14,107,10663616829735600,35,93,1,7,5,2798927
2,0,47,56,4273,1215,19245,16,106,15822566753910300,43,94,1,53,42,55394682
1,4,49,46,6706,3280,42282,8,731,8898577688031600,25,38,1,2,33,69755564
2,5,47,65,322,3188,37109,5,122,11565954297276900,77,68,1,3,58,47946265
1,0,47,31,447,2261,24521,9,439,9618212331142530,44,59,0,19,12,32449955
0,0,31,86,3653,2226,23001,2,902,7023425788380280,62,64,0,62,60,70705573
0,0,47,73,364,3987,42798,8,583,19486971647451600,70,66,0,69,41,6100172
1,4,42,43,6834,3888,39006,7,102,11019642318667200,13,15,0,3,38,66274602
2,4,38,57,6678,2647,31092,18,618,2980601132414960,68,91,0,20,0,86766144
1,4,31,34,6622,2128,22301,9,943,17885993773256900,58,23,0,21,23,51523085
2,1,44,54,6246,1632,19547,11,152,13977358010963900,17,48,1,42,49,76231517
1,4,37,34,6735,1295,18985,12,161,2782905428507010,21,36,0,18,24,52238055
2,4,39,54,7234,1868,25892,8,868,20518654426187900,50,60,1,22,14,87742968
0,4,44,72,7448,8722,87585,17,822,8176970479179290,41,97,1,16,26,122053505
1,5,48,35,3217,3232,36333,19,967,1744551141280900,49,47,0,3,14,27952859
0,4,47,70,6631,2104,24459,1,556,16026978769061400,67,64,1,31,15,103262351
0,1,39,77,6131,6657,69383,3,419,2412830171020600,24,23,1,28,61,105896977
1,0,38,42,3933,2293,24909,14,696,2234444179255410,70,52,1,30,21,38994012
1,5,35,49,2878,2073,22600,18,881,1426978298577540,84,92,0,20,22,34284844
2,3,37,55,485,2734,32858,2,234,16736983024437300,10,94,0,49,0,5999709
2,4,32,67,7522,2788,31986,8,75,17969701586841800,43,59,1,40,16,112694668
0,0,49,87,4317,7993,84968,17,74,15561523283629400,35,79,1,36,58,86566189
2,0,41,65,3647,3654,38731,9,886,7693034350797860,49,10,1,45,10,54229585
2,5,33,57,3024,1016,18428,12,977,27636146993896700,65,58,0,9,1,40033772
1,3,37,46,485,2765,35313,7,313,2181399978236160,27,76,1,35,28,51033365
2,2,41,57,4076,1899,22746,1,570,1674300621762200,22,40,1,27,5,5193372
0,1,41,84,6576,3529,37967,14,871,19239673645514300,76,91,0,83,11,124718625
2,2,31,59,3351,686,11257,2,269,1032909043162950,72,80,0,22,54,44725932
0,0,49,70,3887,3532,36758,17,837,1826390831946450,51,79,0,3,2,62838135
1,2,36,38,3659,2094,22407,7,501,236506944424204,55,12,1,25,12,32146916
0,0,30,86,4027,5913,60679,15,756,18341859112837700,34,27,0,42,65,79421952
2,2,32,69,3234,2067,25397,9,221,1701663431641550,40,74,0,45,65,51175949
1,0,42,30,4226,4053,48725,8,986,16559641762309100,39,61,1,27,0,30227697
2,0,33,58,3868,3153,34606,7,219,24040569830417400,75,62,1,8,44,51407252
1,5,31,43,3219,847,6748,4,444,23833491739683100,60,11,0,20,15,31430578
1,3,38,34,4922,3091,38516,10,161,23751755698576500,76,50,1,4,0,3898733
2,0,42,55,427,1537,16324,7,944,1115424994780540,63,81,0,19,30,5356235
2,1,32,54,6235,2947,35365,15,732,20447374196630800,59,70,1,40,43,7716289
1,1,36,33,606,2814,34978,13,775,24472682825244900,39,62,1,17,31,4664349
