Name;Location;Cuisine;Rating;Seating Capacity;Average Meal Price;Marketing Budget;Social Media Followers;Chef Experience Years;Number of Reviews;Avg Review Length;Ambience Score;Service Quality Score;Parking Availability;Weekend Reservations;Weekday Reservations;Revenue
Restaurant 6416;Rural;American;3.6;33;38.68;2033;22160;7;893;1.939.943.595.797.980;2.2;3.0;Yes;9;28;296515.02
Restaurant 6417;Suburban;Mexican;3.5;50;35.81;3030;30888;16;869;24.531.439.922.318.500;9.4;3.2;No;32;40;424825.22
Restaurant 6418;Downtown;Indian;4.3;80;30.71;1960;22773;12;542;13.223.674.572.615.700;1.2;2.9;No;52;67;560906.34
Restaurant 6419;Suburban;Indian;4.1;65;37.52;3169;38462;4;160;25.919.379.091.211.100;9.2;6.2;Yes;17;53;555420.2
Restaurant 6420;Downtown;American;3.7;75;40.0;3690;40214;10;301;11.026.094.658.591.700;5.9;7.3;Yes;37;39;684787.7
Restaurant 6421;Rural;Indian;4.3;40;39.04;1513;23650;17;897;26.859.167.133.545.500;7.4;3.1;Yes;26;20;371282.24
Restaurant 6422;Rural;French;3.5;37;63.69;1088;10424;15;521;11.323.828.103.381.900;3.7;7.1;Yes;29;30;543432.98
Restaurant 6423;Rural;American;4.6;49;43.8;1892;19165;8;541;20.435.878.891.782.000;2.6;6.7;No;9;33;489385.65
Restaurant 6424;Rural;Indian;3.5;30;31.04;3056;30000;14;645;139.447.803.284.945;9.5;3.9;No;7;16;232720.72
Restaurant 6425;Rural;American;3.3;43;44.05;3099;29632;18;540;1.304.565.280.880.440;5.0;3.1;Yes;39;25;446898.15
Restaurant 6426;Downtown;American;4.6;90;37.35;4949;50756;8;413;13.849.889.235.174.500;5.3;8.9;No;13;88;765828.15
Restaurant 6427;Downtown;Italian;4.4;90;45.28;2015;22014;14;209;17.480.035.361.403.700;9.9;6.1;No;46;3;921228.72
Restaurant 6428;Rural;Italian;3.4;31;47.4;1213;10567;16;561;26.126.214.665.344.500;4.0;7.3;No;30;27;349620.25
Restaurant 6429;Suburban;Italian;3.2;55;50.27;2479;27421;19;716;2.398.295.590.077.030;1.9;9.3;Yes;6;38;638835.58
Restaurant 6430;Suburban;Indian;4.7;58;38.16;4112;41070;7;147;16.233.522.156.524.200;6.3;2.8;Yes;10;27;506185.74
Restaurant 6431;Rural;Mexican;4.6;43;27.4;3785;42457;17;750;1.205.400.723.381.100;6.0;4.2;No;30;37;291261.95
Restaurant 6432;Downtown;French;3.7;77;56.24;7387;79808;5;647;26.357.524.524.309.100;8.0;4.9;Yes;56;65;982995.06
Restaurant 6433;Suburban;Indian;4.3;52;37.11;3979;39353;13;623;26.754.625.296.589.000;9.6;3.1;No;25;51;453961.19
Restaurant 6434;Suburban;Italian;3.2;59;55.82;3118;35907;18;308;16.341.907.515.691.300;3.8;8.6;Yes;21;2;753822.43
Restaurant 6435;Suburban;American;4.0;67;41.61;3214;37026;18;130;22.396.146.457.290.300;7.5;1.8;No;59;28;643745.9
Restaurant 6436;Rural;Indian;3.0;49;37.6;1573;23336;19;943;1.423.158.909.766.050;4.9;3.2;No;42;27;434542.3
Restaurant 6437;Suburban;American;3.8;58;41.17;1323;17135;18;511;8.727.442.013.084.220;8.1;2.7;Yes;14;37;552304.26
Restaurant 6438;Suburban;American;3.1;58;43.61;2822;27941;17;908;1.303.707.257.116.860;2.5;9.6;No;49;26;587701.02
Restaurant 6439;Suburban;American;4.0;68;45.73;866;9413;4;408;2.205.210.796.438.870;5.5;6.6;Yes;28;6;695201.63
Restaurant 6440;Suburban;Japanese;3.8;62;70.99;3249;40043;17;517;24.235.241.588.465.700;1.7;7.4;Yes;30;20;996911.37
Restaurant 6441;Downtown;Mexican;3.9;70;29.58;3129;33772;19;415;2.629.138.482.674.010;6.1;2.0;No;9;37;485084.18
Restaurant 6442;Rural;French;3.1;46;64.46;2287;22127;8;144;5.442.817.501.924.110;2.5;2.7;Yes;13;13;666470.85
Restaurant 6443;Rural;French;3.7;33;65.67;1599;20198;1;538;17.160.153.230.611.100;9.6;8.3;Yes;8;22;491001.59
Restaurant 6444;Downtown;Italian;4.5;73;46.42;1874;28197;7;336;11.848.052.757.971.300;6.0;6.1;No;28;51;763726.57
Restaurant 6445;Downtown;Japanese;3.7;85;71.36;4436;47216;8;782;22.098.987.849.200.400;5.8;1.4;Yes;19;72;1357038.96
Restaurant 6446;Rural;Indian;4.4;45;38.72;2385;27085;5;753;11.133.283.386.228.300;9.8;6.1;No;14;44;403219.11
Restaurant 6447;Suburban;Indian;3.7;64;35.87;1219;16751;9;731;19.157.005.166.655.400;5.5;5.3;Yes;52;50;524940.71
Restaurant 6448;Suburban;French;3.8;55;59.5;2786;29763;7;619;2.279.906.631.152.510;7.1;2.4;No;39;22;738962.15
Restaurant 6449;Rural;Mexican;4.1;34;32.21;943;13282;4;92;24.251.622.991.043.800;1.4;6.3;Yes;31;4;251075.61
Restaurant 6450;Suburban;American;4.9;59;37.97;1904;19985;8;721;11.736.707.256.319.700;7.4;2.6;No;56;13;511527.55
Restaurant 6451;Downtown;Italian;3.2;76;48.84;3643;42645;2;207;7.195.803.661.133.570;1.9;8.3;No;19;14;829615.43
Restaurant 6452;Suburban;Mexican;3.1;56;35.92;1709;18047;5;284;10.467.834.187.078.800;8.0;6.6;No;20;14;458078.01
Restaurant 6453;Suburban;French;4.2;59;62.0;1562;15922;3;524;19.978.285.343.449.800;8.9;8.8;Yes;35;34;821417.1
Restaurant 6454;Suburban;Japanese;4.9;59;74.6;3299;40193;5;900;6.011.229.640.754.950;3.8;4.8;Yes;27;10;984724.95
Restaurant 6455;Rural;Italian;5.0;44;53.89;2868;35125;1;944;89.715.483.692.839;8.9;5.6;Yes;37;28;538983.14
Restaurant 6456;Downtown;French;4.0;75;62.17;7531;80312;7;461;2.988.686.819.118.720;5.3;7.8;Yes;53;36;1056459.48
Restaurant 6457;Suburban;Indian;3.9;51;39.25;3204;39518;10;862;1.455.828.591.539.030;6.1;5.9;Yes;5;7;463360.15
Restaurant 6458;Rural;Italian;4.3;37;48.16;3732;38232;16;443;17.413.156.859.018.300;4.7;6.1;Yes;4;20;421191.92
Restaurant 6459;Suburban;French;4.1;69;62.01;3819;38855;1;193;5.275.179.064.872.590;5.3;6.0;Yes;23;14;954034.73
Restaurant 6460;Downtown;Indian;4.3;84;36.5;5341;56065;17;976;1.979.769.479.239.070;9.2;5.4;Yes;34;44;711367.75
Restaurant 6461;Suburban;Indian;4.7;70;36.85;3903;41237;4;59;13.132.467.110.805.100;9.5;8.3;Yes;28;7;587134.6
Restaurant 6462;Downtown;American;4.5;90;36.85;7963;81330;16;560;18.254.830.736.858.700;5.0;5.4;No;77;23;768329.5
Restaurant 6463;Suburban;Japanese;4.0;67;68.05;1380;16804;9;379;18.152.958.585.470.500;5.6;9.1;Yes;47;31;1023823.75
Restaurant 6464;Downtown;American;3.9;74;38.15;5964;64350;8;909;29.186.436.230.880.900;2.0;8.3;No;21;70;648862.05
Restaurant 6465;Suburban;French;4.3;53;61.62;3790;46198;19;317;11.706.424.963.103.100;3.9;7.2;No;39;24;752284.3
Restaurant 6466;Downtown;Mexican;3.9;79;35.7;2423;26913;17;530;1.926.082.301.255.060;5.6;9.1;No;29;45;650677.65
Restaurant 6467;Suburban;American;3.9;68;45.49;1471;14250;10;205;14.538.814.910.575.100;2.8;5.8;Yes;61;9;698250.38
Restaurant 6468;Suburban;Mexican;3.0;63;27.5;2295;26875;17;579;15.549.995.249.349.100;6.2;8.4;Yes;41;54;412274.25
Restaurant 6469;Rural;Indian;3.3;42;33.35;1194;14326;16;997;63.889.765.644.236.300;7.2;3.2;No;14;7;333154.95
Restaurant 6470;Rural;French;4.0;39;55.4;2561;26709;9;973;22.211.325.317.630.600;6.8;1.7;No;8;0;493987.55
Restaurant 6471;Downtown;Japanese;4.6;75;69.39;3533;42797;5;333;9.882.135.198.323.050;5.0;7.2;Yes;19;8;1160809.63
Restaurant 6472;Suburban;Mexican;3.6;62;34.18;901;15508;2;540;16.712.222.757.742.800;7.9;3.7;Yes;3;41;476606.86
Restaurant 6473;Downtown;French;4.0;90;65.07;6916;76593;14;792;15.856.740.863.708.300;3.9;6.7;No;64;47;1324840.12
Restaurant 6474;Rural;Mexican;3.7;40;27.6;3693;41419;17;319;1.670.352.791.108.450;5.2;1.7;No;17;25;271633.65
Restaurant 6475;Downtown;American;3.2;84;37.92;2877;30719;13;313;1.438.864.989.905.570;3.4;9.6;Yes;67;9;726435.69
Restaurant 6476;Downtown;French;4.9;71;57.43;7244;77086;13;527;11.059.635.367.662.500;6.4;5.6;Yes;27;57;932577.49
Restaurant 6477;Rural;American;4.7;44;38.85;3738;46706;13;405;16.217.851.323.394.800;5.0;1.1;No;6;17;400054.45
Restaurant 6478;Suburban;Italian;3.2;68;53.85;3164;37035;18;308;61.554.881.241.390.200;3.0;5.3;Yes;13;58;835121.3
Restaurant 6479;Downtown;French;4.4;86;62.12;2485;25683;1;251;11.058.063.812.840.600;3.8;8.1;No;39;56;1188333.13
Restaurant 6480;Rural;Mexican;3.7;49;33.65;2887;34072;4;186;24.621.209.288.886.100;3.5;8.8;No;37;2;378966.6
Restaurant 6481;Suburban;Italian;5.0;67;51.41;1506;24691;5;96;26.070.509.704.444.100;9.2;5.2;No;16;27;772435.11
Restaurant 6482;Rural;American;3.6;35;37.84;2289;25767;11;112;22.882.733.453.991.400;5.7;2.1;Yes;5;16;310684.09
Restaurant 6483;Downtown;American;3.5;84;37.51;2614;29527;2;985;20.814.100.775.917.200;6.9;9.2;Yes;60;14;710227.05
Restaurant 6484;Suburban;Mexican;4.1;66;25.1;3605;43253;2;126;25.281.643.982.902.600;9.4;9.8;No;25;34;383698.45
Restaurant 6485;Suburban;Italian;4.7;58;53.59;1269;18323;16;903;8.195.773.114.959.270;2.6;1.6;Yes;50;57;709159.96
Restaurant 6486;Rural;Indian;3.4;41;39.32;1432;20227;3;682;1.813.135.345.093.270;9.4;1.7;Yes;40;24;368644.11
Restaurant 6487;Rural;Japanese;4.4;34;73.45;2629;30138;6;969;7.907.891.245.411.450;5.9;6.1;No;3;12;567398.85
Restaurant 6488;Rural;Mexican;3.1;43;25.82;1127;18038;4;504;24.446.651.877.724.600;8.7;5.8;No;27;1;258720.3
Restaurant 6489;Suburban;American;4.8;57;43.38;3046;39770;5;62;18.013.909.635.121.600;2.5;6.3;No;12;34;559589.52
Restaurant 6490;Suburban;French;3.2;66;55.5;2742;30948;7;439;25.250.622.129.716.000;3.5;3.9;Yes;45;56;825040.9
Restaurant 6491;Downtown;Italian;4.8;78;46.16;2721;32204;7;507;24.976.585.626.846.500;2.7;1.5;No;23;60;808142.1
Restaurant 6492;Suburban;Indian;4.0;52;34.85;3838;42730;17;740;1.665.530.942.106.630;6.9;6.2;Yes;29;21;431537.8
Restaurant 6493;Downtown;Japanese;3.9;76;70.24;3110;35696;6;877;17.421.857.369.571.300;2.3;2.4;Yes;9;10;1186962.92
Restaurant 6494;Rural;French;4.9;41;63.98;4725;50807;4;892;5.706.687.379.914.760;8.1;4.1;Yes;1;3;596244.19
Restaurant 6495;Rural;Italian;5.0;32;52.47;4671;56190;2;718;1.808.783.225.942.950;3.3;6.2;No;10;29;387758.09
Restaurant 6496;Suburban;Indian;4.3;58;31.69;1630;15868;6;577;2.193.661.940.176.080;3.3;2.9;No;54;24;418490.6
Restaurant 6497;Rural;Mexican;3.3;43;27.49;2641;27645;7;807;1.084.139.243.891.410;3.5;5.9;No;28;33;279207.97
Restaurant 6498;Rural;Indian;4.0;47;33.14;2807;36283;2;517;29.663.179.262.520.000;7.7;7.4;No;0;45;359209.97
Restaurant 6499;Suburban;Mexican;4.1;60;26.36;3011;29299;18;753;2.937.072.184.703.520;9.3;1.6;Yes;16;4;377835.05
Restaurant 6500;Downtown;Italian;4.0;73;48.16;6598;66905;10;390;12.070.764.870.089.900;9.2;6.6;Yes;21;40;804793.93
Restaurant 6501;Suburban;Indian;4.1;57;38.01;3642;38767;7;104;22.824.331.411.590.100;1.9;5.6;No;25;32;495004.75
Restaurant 6502;Downtown;Japanese;3.0;87;67.66;3695;36098;9;462;5.750.041.704.048.000;3.4;1.9;No;73;43;1316895.94
Restaurant 6503;Suburban;Indian;4.4;62;39.19;3529;44484;19;383;21.643.817.769.130.300;7.0;7.4;Yes;7;6;567114.99
Restaurant 6504;Suburban;Italian;4.4;53;50.16;1540;20097;19;360;20.600.412.189.039.300;6.6;3.8;Yes;19;27;612749.33
Restaurant 6505;Rural;French;3.2;39;58.55;2906;37254;2;237;25.553.991.488.231.200;4.2;2.6;No;21;19;514513.25
Restaurant 6506;Suburban;French;4.1;57;59.54;840;15696;12;730;12.609.127.021.943.300;8.8;3.5;Yes;56;9;768762.72
Restaurant 6507;Suburban;Indian;4.1;61;37.8;3863;43662;19;769;26.950.253.820.378.600;2.2;5.9;No;51;29;540559.8
Restaurant 6508;Downtown;Indian;4.4;88;35.68;5364;56101;6;570;26.449.375.678.114.300;6.8;6.2;Yes;47;66;716147.85
Restaurant 6509;Rural;Mexican;3.2;41;25.08;2010;18730;1;55;21.740.074.006.664.100;3.5;2.5;Yes;23;27;234508.82
Restaurant 6510;Downtown;Italian;4.3;71;55.15;7762;85501;15;663;16.808.371.723.881.600;5.7;9.4;No;21;39;900630.4
Restaurant 6511;Downtown;Mexican;3.6;77;25.73;6188;68495;19;462;2.046.003.103.694.120;4.5;4.0;No;48;30;472772.68
Restaurant 6512;Rural;Japanese;4.0;42;75.32;2350;26042;14;707;23.248.969.223.996.800;9.8;3.4;No;27;1;721743.42
Restaurant 6513;Rural;French;4.5;30;55.31;3675;37623;13;329;2.938.128.474.366.710;5.4;2.7;No;1;17;389483.93
Restaurant 6514;Rural;American;4.4;32;43.48;2377;28009;5;100;8.043.204.780.923.680;9.8;2.1;Yes;25;9;322302.11
Restaurant 6515;Suburban;American;3.2;51;40.88;830;10679;2;834;12.826.819.522.748.900;3.3;9.8;Yes;41;31;471529.03
Restaurant 6516;Rural;Italian;4.2;49;50.56;3772;37372;15;277;24.517.907.829.419.800;7.9;7.1;No;36;47;577336.44
Restaurant 6517;Rural;Italian;4.9;37;45.8;4758;55994;16;326;1.522.950.056.008.440;7.5;8.1;No;3;7;405964.1
Restaurant 6518;Rural;American;3.3;32;37.63;1969;22004;7;644;21.811.999.286.591.400;8.6;4.6;Yes;4;20;283555.86
Restaurant 6519;Downtown;Italian;4.7;90;53.55;9161;97359;6;367;8.327.949.358.682.550;7.2;4.7;No;20;84;1092333.15
Restaurant 6520;Downtown;French;4.4;84;64.8;8214;87198;17;396;2.272.904.009.221.420;7.1;9.9;No;25;42;1239375.3
Restaurant 6521;Suburban;Japanese;4.5;51;70.82;2971;38530;1;166;21.851.595.467.570.700;6.9;2.8;Yes;14;45;807731.96
Restaurant 6522;Downtown;Japanese;3.6;86;68.89;4275;50651;6;124;19.645.501.670.090.200;9.9;3.9;Yes;46;84;1328523.01
Restaurant 6523;Suburban;Mexican;3.6;55;25.66;3482;35970;6;523;24.130.949.130.416.900;3.1;2.8;Yes;14;30;327221.24
Restaurant 6524;Downtown;French;4.8;70;62.5;9528;103777;4;422;2.700.280.581.244.880;1.3;3.5;Yes;0;26;986474.85
Restaurant 6525;Rural;Italian;3.7;33;48.06;1920;24928;8;359;25.732.565.171.298.100;7.1;7.0;No;25;28;369771.2
Restaurant 6526;Downtown;Italian;3.1;88;45.61;3326;40731;9;956;8.189.352.386.528.850;2.6;3.8;Yes;9;77;904055.93
Restaurant 6527;Suburban;Mexican;4.2;56;32.32;3541;35105;10;220;2.360.983.426.543.730;7.1;8.9;Yes;19;8;422751.87
Restaurant 6528;Downtown;Mexican;3.2;83;30.34;4035;43586;8;775;16.244.111.028.133.600;3.9;1.4;Yes;59;10;574015.44
Restaurant 6529;Rural;Italian;4.6;43;45.13;3953;46267;2;938;1.334.704.546.252;1.4;4.2;No;0;6;440178.84
Restaurant 6530;Suburban;Italian;4.3;59;46.22;2134;21025;17;772;26.991.239.645.084.800;7.9;8.7;Yes;11;4;628998.17
Restaurant 6531;Rural;French;4.7;36;62.69;1792;21234;1;953;18.990.330.866.631.200;1.5;6.6;No;23;7;506834.36
Restaurant 6532;Rural;Mexican;4.6;45;25.7;1180;16171;14;712;1.753.086.830.081.660;3.0;7.9;Yes;25;40;278396.55
Restaurant 6533;Suburban;French;3.2;53;64.53;2991;35390;5;289;24.614.983.814.569.000;4.0;3.9;Yes;42;2;767623.03
Restaurant 6534;Rural;Indian;3.8;36;33.42;3463;35326;9;682;18.832.713.648.772.000;2.2;4.3;Yes;1;32;285160.94
Restaurant 6535;Rural;Italian;4.5;44;45.98;3764;44148;17;870;26.450.189.633.143.800;9.2;9.0;No;19;18;480457.94
Restaurant 6536;Downtown;American;3.8;86;43.36;7538;77697;6;776;7.572.523.838.955.110;6.6;7.7;Yes;53;46;850828.73
Restaurant 6537;Rural;American;4.9;32;40.77;1322;13930;1;857;24.403.326.610.697.800;8.9;4.5;Yes;18;15;299155.07
Restaurant 6538;Rural;Indian;4.5;45;33.37;2120;21582;18;826;90.958.647.491.119;7.1;2.9;No;24;31;359607.8
Restaurant 6539;Rural;Italian;3.0;31;49.47;2491;32504;11;201;10.630.783.634.456.500;9.9;2.0;No;6;8;359258.11
Restaurant 6540;Rural;Mexican;4.8;36;25.24;4279;46384;4;893;9.486.288.021.007.370;5.7;8.8;No;0;8;220967.78
Restaurant 6541;Suburban;American;3.2;65;42.29;2864;36320;6;125;10.960.533.800.585.900;1.5;7.3;Yes;57;10;621593.58
Restaurant 6542;Downtown;Mexican;3.3;90;29.02;3819;41797;8;785;23.295.767.417.183.600;2.4;6.5;No;67;34;596753.57
Restaurant 6543;Rural;American;4.5;38;42.85;2711;35699;19;691;21.383.292.807.638.800;6.3;8.0;Yes;2;11;390538.2
Restaurant 6544;Rural;Mexican;4.7;41;31.91;2607;33891;15;300;10.744.532.362.683.500;4.1;9.2;Yes;35;11;315842.8
Restaurant 6545;Suburban;American;4.1;50;42.16;1928;27788;19;887;11.754.373.419.443.200;2.0;7.9;Yes;10;33;493470.28
Restaurant 6546;Rural;Mexican;3.6;43;33.72;1668;20509;2;309;7.482.352.815.239.760;3.1;4.8;No;18;35;329423.85
Restaurant 6547;Suburban;Indian;3.7;60;36.94;1863;20285;4;366;1.536.088.805.514.760;5.3;2.6;Yes;8;33;499396.89
Restaurant 6548;Downtown;French;3.7;87;59.61;4646;48113;4;766;1.446.462.907.767.860;5.7;7.4;Yes;41;29;1161378.68
Restaurant 6549;Downtown;Mexican;3.7;74;29.29;2982;32090;12;175;8.645.394.781.432.950;9.4;3.2;No;40;40;501744.44
Restaurant 6550;Rural;French;3.5;44;56.32;848;12722;18;753;2.586.562.602.172.170;1.8;8.0;No;19;2;570196.34
Restaurant 6551;Rural;French;4.2;36;63.57;1910;23484;12;597;26.314.876.216.580.600;4.2;4.0;No;8;33;525125.45
Restaurant 6552;Rural;Italian;4.8;43;53.37;4618;47068;19;602;7.726.170.036.827.080;5.6;2.4;No;17;31;538631.45
Restaurant 6553;Suburban;Indian;3.6;69;32.71;840;7316;15;408;1.165.914.883.142.880;2.0;3.3;No;56;7;516433.34
Restaurant 6554;Rural;French;3.4;37;64.49;3138;36018;10;215;2.340.222.502.312.670;7.2;3.4;Yes;35;8;547573.44
Restaurant 6555;Rural;Japanese;4.7;33;71.48;2699;34660;7;387;26.749.167.281.827.000;5.6;4.4;No;31;25;539144.34
Restaurant 6556;Downtown;French;4.5;72;60.27;5161;51504;2;704;6.791.824.714.240.310;5.1;3.3;Yes;67;62;976036.89
Restaurant 6557;Rural;Mexican;4.9;41;25.19;2141;26625;13;865;2.755.925.804.760.900;6.9;3.0;Yes;29;21;251663.26
Restaurant 6558;Downtown;French;3.3;87;59.21;6451;72575;16;402;6.540.928.868.613.700;3.6;4.5;No;10;37;1165070.25
Restaurant 6559;Rural;Mexican;3.3;44;32.05;2867;28032;8;795;20.844.598.984.601.300;4.1;8.8;No;41;29;332819.4
Restaurant 6560;Downtown;Mexican;4.1;80;25.99;2357;25093;1;463;55.518.783.832.151.400;2.5;1.6;No;17;32;465384.46
Restaurant 6561;Rural;Japanese;4.2;40;70.06;3870;42451;17;789;2.820.662.554.361.180;5.7;3.7;No;4;13;646122.17
Restaurant 6562;Downtown;French;4.0;81;65.93;6030;63671;15;752;13.842.266.234.372.400;4.4;6.1;No;19;68;1209250.73
Restaurant 6563;Suburban;French;4.2;68;62.88;2229;27164;14;74;21.220.076.884.899.600;3.3;8.9;Yes;65;9;966011.78
Restaurant 6564;Downtown;American;3.4;86;41.02;4421;46191;7;821;9.615.554.977.016.950;2.1;3.6;No;82;43;798131.23
Restaurant 6565;Downtown;American;4.0;75;40.86;4370;49248;19;579;13.031.385.400.103.700;1.2;4.1;No;57;24;706260.56
Restaurant 6566;Downtown;Italian;4.3;90;45.48;3857;42128;10;990;23.682.462.055.390.700;2.7;8.2;Yes;74;83;928873.06
Restaurant 6567;Rural;Mexican;3.9;37;35.53;3243;41164;11;681;2.932.489.716.846.890;3.2;4.4;No;12;10;311765.95
Restaurant 6568;Rural;Japanese;4.4;44;75.21;1236;16655;5;551;2.980.133.226.523.540;5.4;8.7;Yes;19;33;744473.23
Restaurant 6569;Rural;American;3.9;49;42.51;994;15787;7;402;25.241.987.903.704.900;3.2;5.1;No;41;15;472789.72
Restaurant 6570;Suburban;French;3.7;59;56.09;1804;24524;12;645;26.179.825.992.603.800;8.4;6.1;Yes;41;3;751679.05
Restaurant 6571;Suburban;Italian;3.6;64;47.29;2598;31816;2;539;29.235.096.503.189.200;5.3;6.0;Yes;1;56;679727.97
Restaurant 6572;Downtown;Japanese;3.8;81;67.02;4102;45048;7;774;6.007.917.244.223.070;6.6;2.1;Yes;49;52;1216940.2
Restaurant 6573;Suburban;Indian;3.0;60;35.72;1895;18492;5;498;9.253.761.174.632.170;2.9;4.2;Yes;53;51;486388.78
Restaurant 6574;Downtown;French;4.3;87;57.29;5923;61429;12;531;63.169.444.629.932.200;4.7;3.2;Yes;8;27;1122519.47
Restaurant 6575;Downtown;French;4.7;74;62.65;7938;80558;4;378;17.529.028.832.227.600;6.4;7.1;No;44;73;1050076.85
Restaurant 6576;Downtown;Indian;3.7;81;36.0;1580;23703;19;626;28.962.231.125.114.000;3.8;9.4;No;70;47;673223.15
Restaurant 6577;Suburban;Mexican;3.1;54;25.19;826;15983;3;416;1.956.090.467.249.830;4.0;2.9;Yes;3;8;307494.18
Restaurant 6578;Rural;Mexican;5.0;39;33.18;2026;28908;17;588;18.885.102.896.271.000;8.3;1.8;No;1;5;311299.86
Restaurant 6579;Suburban;American;3.5;63;37.08;2963;33140;4;768;25.667.158.791.548.100;8.5;5.6;No;22;36;532430.9
Restaurant 6580;Downtown;American;3.3;85;44.07;2333;25681;9;137;2.822.372.204.549.340;5.8;4.5;Yes;0;9;839967.23
Restaurant 6581;Downtown;French;3.7;74;58.91;3052;32796;2;458;2.246.388.078.813.440;9.1;1.3;Yes;68;60;976569.74
Restaurant 6582;Suburban;French;4.5;60;58.72;2909;36425;10;979;27.384.434.263.445.600;7.6;9.3;Yes;31;30;801755.47
Restaurant 6583;Downtown;American;3.6;88;35.13;4289;49585;9;285;9.380.406.974.877.210;1.5;9.5;Yes;18;40;703045.65
Restaurant 6584;Downtown;Indian;4.1;77;40.87;3786;43613;8;99;17.585.175.796.843.200;6.0;8.7;No;30;51;715908.93
Restaurant 6585;Suburban;American;3.8;68;41.73;3459;35682;18;232;1.411.512.593.983.720;7.3;3.5;Yes;53;33;655868.54
Restaurant 6586;Suburban;French;3.2;69;59.65;1399;17069;11;443;13.313.032.579.656.400;5.9;2.1;No;3;8;920865.25
Restaurant 6587;Suburban;Japanese;3.7;67;66.06;1513;21035;19;926;10.356.257.488.569.700;8.5;6.3;Yes;6;28;1003117.67
Restaurant 6588;Downtown;French;4.4;90;62.69;8575;86288;18;794;2.734.991.457.211.210;3.7;3.5;No;31;40;1280435.79
Restaurant 6589;Downtown;Japanese;4.2;81;68.11;6465;66395;19;235;16.259.230.478.762.700;1.6;2.8;No;5;0;1243231.09
Restaurant 6590;Rural;Japanese;3.2;42;75.87;1249;20242;17;138;1.825.635.060.639.520;6.7;6.8;Yes;33;11;728102.14
Restaurant 6591;Rural;French;3.3;50;65.46;2884;30330;17;948;11.907.767.417.330.000;7.6;7.8;Yes;14;22;751582.06
Restaurant 6592;Suburban;Italian;4.3;70;53.09;2878;36327;15;135;2.907.127.232.935.690;7.9;5.7;No;27;0;843506.48
Restaurant 6593;Rural;American;4.6;47;45.68;4005;44169;16;665;20.280.250.082.279.100;1.1;3.9;Yes;15;30;500285.79
Restaurant 6594;Downtown;Mexican;3.7;84;26.16;2950;33177;17;671;5.017.354.471.389.280;7.1;5.6;No;20;24;513166.25
Restaurant 6595;Rural;French;4.2;44;58.08;1236;18264;8;169;11.697.311.620.047.200;1.2;6.4;No;21;37;577932.72
Restaurant 6596;Downtown;Japanese;3.3;81;67.79;5645;60941;7;137;29.983.689.789.347.200;8.0;1.5;No;24;3;1227895.69
Restaurant 6597;Suburban;French;3.6;58;55.79;3213;36495;4;105;2.936.937.059.606.600;7.3;5.0;No;39;42;730167.82
Restaurant 6598;Suburban;American;3.0;68;45.69;2240;28829;7;204;18.615.411.914.903.700;6.1;6.4;No;25;60;702758.58
Restaurant 6599;Downtown;Indian;4.5;81;30.66;1948;22019;11;139;19.102.931.752.104.000;5.6;2.2;Yes;18;31;564581.03
Restaurant 6600;Rural;Japanese;3.8;34;74.42;2273;30110;3;961;27.539.712.417.230.300;7.4;5.0;No;19;27;573591.64
Restaurant 6601;Suburban;Mexican;4.6;70;33.45;3821;46686;2;343;22.714.148.511.426.500;1.5;4.1;No;41;32;528782.15
Restaurant 6602;Suburban;Mexican;4.4;69;29.13;3260;35983;1;410;28.305.409.656.829.200;8.5;8.8;No;19;26;458653.43
Restaurant 6603;Rural;Mexican;4.7;39;25.21;2575;25636;6;998;16.978.324.359.424.000;2.8;5.4;No;21;0;233088.32
Restaurant 6604;Rural;Indian;3.6;36;30.07;837;10398;14;757;29.397.517.926.065.000;5.3;4.8;No;26;7;260403.59
Restaurant 6605;Downtown;Italian;3.4;80;47.24;1430;20458;4;584;1.848.874.462.220.570;5.4;3.2;No;45;22;843445.78
Restaurant 6606;Rural;Japanese;4.9;37;70.43;4117;47824;16;644;21.120.974.231.192.900;8.0;9.6;No;21;31;609011.35
Restaurant 6607;Rural;Indian;4.4;50;35.04;1404;16828;10;745;7.064.171.523.038.200;2.7;9.7;No;7;2;404640.76
Restaurant 6608;Rural;Japanese;4.7;36;71.44;1052;15289;5;768;2.029.075.237.728.430;3.7;4.3;No;11;5;577254.45
Restaurant 6609;Downtown;Indian;3.0;85;38.49;5041;51344;11;784;24.194.398.662.465.500;7.0;9.4;No;81;69;753161.55
Restaurant 6610;Downtown;Indian;3.7;85;34.15;2314;26211;1;137;1.598.260.865.847.280;4.7;6.6;No;64;48;651232.6
Restaurant 6611;Suburban;Italian;4.5;63;46.76;1227;18704;17;102;17.560.955.248.196.700;3.7;8.0;Yes;60;58;676495.1
Restaurant 6612;Downtown;Japanese;3.2;84;73.8;2284;27027;14;763;14.833.185.528.434.600;6.6;1.8;No;31;56;1388548.75
Restaurant 6613;Suburban;Indian;4.1;69;33.66;4071;46669;7;761;2.922.603.768.182.420;1.8;1.2;No;45;60;530632.51
Restaurant 6614;Rural;Italian;3.9;38;48.16;1067;13539;14;756;1.691.560.590.801.550;8.1;5.6;Yes;1;13;426101.21
Restaurant 6615;Suburban;French;3.0;65;63.41;2969;30441;1;452;815.528.360.506.681;5.7;1.7;No;35;36;918723.01
